id,smoking
159489,0.04863951
159490,0.63724226
159491,0.7264962
159492,0.10177072
159493,0.8667948
159494,0.0063831257
159495,0.00077412336
159496,0.6354761
159497,0.6024531
159498,0.19817857
159499,0.69062245
159500,0.12551142
159501,0.59341073
159502,0.8341625
159503,0.056681678
159504,0.49101734
159505,0.008973577
159506,0.8539465
159507,0.60638356
159508,0.84114385
159509,0.9268281
159510,0.018457834
159511,0.0046227267
159512,0.032198753
159513,0.099184
159514,0.09173257
159515,0.37775546
159516,0.7190897
159517,0.0031742018
159518,0.004770808
159519,0.059351534
159520,0.12628381
159521,0.8919546
159522,0.7613153
159523,0.0019159447
159524,0.6429071
159525,0.012570883
159526,0.19878195
159527,0.00946746
159528,0.3511948
159529,0.92563206
159530,0.6905981
159531,0.085309766
159532,0.9333837
159533,0.8074171
159534,0.7356295
159535,0.5223312
159536,0.0050059194
159537,0.17915691
159538,0.7834505
159539,0.7075052
159540,0.0027926832
159541,0.18459398
159542,0.4547148
159543,0.004171191
159544,0.66574425
159545,0.56156933
159546,0.5503837
159547,0.74544656
159548,0.63775295
159549,0.008850579
159550,0.007128789
159551,0.67427397
159552,0.8033793
159553,0.37311774
159554,0.1488572
159555,0.9744391
159556,0.94301504
159557,0.85599947
159558,0.22053732
159559,0.7896419
159560,0.015917473
159561,0.9654305
159562,0.8752274
159563,0.11053325
159564,0.023101281
159565,0.06517248
159566,0.3015228
159567,0.8731728
159568,0.73675007
159569,0.00741738
159570,0.80359364
159571,0.05571754
159572,0.41566736
159573,0.02489944
159574,0.7876388
159575,0.0125264395
159576,0.113585755
159577,0.65225
159578,0.41333088
159579,0.012414807
159580,0.66198295
159581,0.07353333
159582,0.42007294
159583,0.8313187
159584,0.16090818
159585,0.58446217
159586,0.25172722
159587,0.906013
159588,0.87779284
159589,0.88245624
159590,0.9681321
159591,0.76552457
159592,0.020884985
159593,0.72510725
159594,0.030492608
159595,0.85900235
159596,0.8429565
159597,0.47617292
159598,0.018167153
159599,0.006986366
159600,0.0012038167
159601,0.6015779
159602,0.0659178
159603,0.49746203
159604,0.24251972
159605,0.4586459
159606,0.00401815
159607,0.011909146
159608,0.93882143
159609,0.5626401
159610,0.005496959
159611,0.007821485
159612,0.7250039
159613,0.8551039
159614,0.011435921
159615,0.018065097
159616,0.15343535
159617,0.053433746
159618,0.78513056
159619,0.008559929
159620,0.7744066
159621,0.7756127
159622,0.74575204
159623,0.63062435
159624,0.0065149986
159625,0.0043557263
159626,0.0055758203
159627,0.2544046
159628,0.33382356
159629,0.65986437
159630,0.26368216
159631,0.11599455
159632,0.07151223
159633,0.017979566
159634,0.40164804
159635,0.0034359056
159636,0.03093104
159637,0.04659126
159638,0.8615096
159639,0.21951549
159640,0.042654257
159641,0.04233241
159642,0.28383896
159643,0.21830207
159644,0.535594
159645,0.28708047
159646,0.011397259
159647,0.6902566
159648,0.29766443
159649,0.19025059
159650,0.87537843
159651,0.70723456
159652,0.23599839
159653,0.077649705
159654,0.034298968
159655,0.6596603
159656,0.08793654
159657,0.7883894
159658,0.007594778
159659,0.0005324566
159660,0.5976234
159661,0.5111912
159662,0.4635506
159663,0.84983766
159664,0.0053751757
159665,0.5666736
159666,0.8020225
159667,0.12220169
159668,0.8228626
159669,0.1882485
159670,0.015006894
159671,0.7254901
159672,0.29910547
159673,0.514583
159674,0.6401124
159675,0.84504247
159676,0.001741447
159677,0.42689586
159678,0.32278508
159679,0.013023364
159680,0.89051247
159681,0.099376395
159682,0.6639983
159683,0.6852674
159684,0.20731208
159685,0.483538
159686,0.036698837
159687,0.013144676
159688,0.9719929
159689,0.105658524
159690,0.7934886
159691,0.3312575
159692,0.8463193
159693,0.491518
159694,0.77705824
159695,0.0021814986
159696,0.015161321
159697,0.05447032
159698,0.18734011
159699,0.69819057
159700,0.7415842
159701,0.783738
159702,0.7960429
159703,0.0058099693
159704,0.4818375
159705,0.020288475
159706,0.083092205
159707,0.42545414
159708,0.6939337
159709,0.88174963
159710,0.89825386
159711,0.693302
159712,0.8424549
159713,0.68191415
159714,0.5282243
159715,0.44958854
159716,0.7278727
159717,0.019894484
159718,0.28920424
159719,0.03384412
159720,0.55054915
159721,0.74337894
159722,0.48801336
159723,0.013647749
159724,0.020573283
159725,0.84456474
159726,0.015102935
159727,0.0027025638
159728,0.04232642
159729,0.747772
159730,0.3478989
159731,0.6610768
159732,0.026711661
159733,0.75816715
159734,0.49457458
159735,0.017450798
159736,0.60743344
159737,0.76974297
159738,0.003173265
159739,0.035209388
159740,0.8006605
159741,0.40065533
159742,0.2546746
159743,0.83034265
159744,0.7440948
159745,0.5321873
159746,0.53728086
159747,0.031414226
159748,0.09026194
159749,0.45889652
159750,0.3127709
159751,0.03275895
159752,0.033195056
159753,0.7924933
159754,0.47705427
159755,0.43574902
159756,0.030216858
159757,0.32460928
159758,0.7570598
159759,0.036236648
159760,0.72861826
159761,0.006346829
159762,0.68504316
159763,0.10821651
159764,0.69978887
159765,0.49294037
159766,0.45768678
159767,0.6048511
159768,0.89131695
159769,0.53418636
159770,0.7096961
159771,0.010355581
159772,0.421469
159773,0.24368192
159774,0.21053313
159775,0.112382606
159776,0.06588877
159777,0.3003082
159778,0.20739265
159779,0.8311405
159780,0.46563572
159781,0.79833347
159782,0.097708546
159783,0.13854663
159784,0.48588127
159785,0.0040516797
159786,0.93123347
159787,0.4541621
159788,0.046040542
159789,0.039793514
159790,0.041093774
159791,0.8881646
159792,0.18298338
159793,0.45160615
159794,0.16055134
159795,0.15384823
159796,0.4389882
159797,0.8699597
159798,0.5424934
159799,0.005117231
159800,0.014998445
159801,0.0989003
159802,0.9715988
159803,0.5615225
159804,0.5059083
159805,0.50224847
159806,0.74111193
159807,0.69779044
159808,0.012147902
159809,0.63325495
159810,0.0043316153
159811,0.0037076455
159812,0.25546873
159813,0.8150404
159814,0.83500206
159815,0.8581637
159816,0.57964206
159817,0.66153836
159818,0.0060910434
159819,0.4959217
159820,0.10111352
159821,0.020028757
159822,0.64670086
159823,0.0024897854
159824,0.7608088
159825,0.7874646
159826,0.56040365
159827,0.022092836
159828,0.010723476
159829,0.006620117
159830,0.08018376
159831,0.6984064
159832,0.5886118
159833,0.48825088
159834,0.0040729623
159835,0.9279094
159836,0.013747479
159837,0.45065337
159838,0.011721063
159839,0.29453057
159840,0.68100625
159841,0.7780346
159842,0.69330937
159843,0.9100797
159844,0.66359884
159845,0.016314909
159846,0.7128889
159847,0.25513884
159848,0.6199345
159849,0.75989676
159850,0.0036530767
159851,0.40725258
159852,0.0069687567
159853,0.13673502
159854,0.8629236
159855,0.42693484
159856,0.06988451
159857,0.59894073
159858,0.76720506
159859,0.0021029087
159860,0.9353787
159861,0.0063393754
159862,0.014424826
159863,0.78362834
159864,0.009213774
159865,0.014616006
159866,0.61294866
159867,0.44235107
159868,0.8654152
159869,0.7899595
159870,0.62045836
159871,0.08101755
159872,0.7895239
159873,0.70865804
159874,0.29758188
159875,0.07278802
159876,0.62362826
159877,0.0335886
159878,0.4854654
159879,0.4672691
159880,0.5723789
159881,0.054126948
159882,0.81543213
159883,0.8044291
159884,0.8246205
159885,0.43254304
159886,0.39602628
159887,0.34076113
159888,0.39875177
159889,0.9455946
159890,0.65867347
159891,0.98293024
159892,0.14792986
159893,0.017346714
159894,0.8463241
159895,0.6342681
159896,0.6230975
159897,0.19636396
159898,0.7871633
159899,0.8629552
159900,0.020834362
159901,0.6493695
159902,0.2438051
159903,0.3806355
159904,0.5816995
159905,0.015071311
159906,0.87740266
159907,0.7519717
159908,0.88712114
159909,0.0026589609
159910,0.58966655
159911,0.15960383
159912,0.8563751
159913,0.12137343
159914,0.010291171
159915,0.19158489
159916,0.044165835
159917,0.027188275
159918,0.19984919
159919,0.5845268
159920,0.07573083
159921,0.7263944
159922,0.09614396
159923,0.37173244
159924,0.80922014
159925,0.8112626
159926,0.89720225
159927,0.63709897
159928,0.44882002
159929,0.84020174
159930,0.20398962
159931,0.4577981
159932,0.0022459412
159933,0.30496454
159934,0.32887807
159935,0.15925238
159936,0.48764285
159937,0.011985507
159938,0.7214435
159939,0.8314683
159940,0.7499951
159941,0.4110657
159942,0.6859982
159943,0.5919284
159944,0.0063095437
159945,0.80333894
159946,0.5959247
159947,0.055009097
159948,0.21088251
159949,0.74852157
159950,0.73281264
159951,0.16227822
159952,0.6968978
159953,0.00916226
159954,0.23710376
159955,0.0018259151
159956,0.7234612
159957,0.94982105
159958,0.76555836
159959,0.260081
159960,0.6623101
159961,0.7239093
159962,0.0015716718
159963,0.9462986
159964,0.17699337
159965,0.64468455
159966,0.8851876
159967,0.7204026
159968,0.006030223
159969,0.9272131
159970,0.015090244
159971,0.009703385
159972,0.04494326
159973,0.6318392
159974,0.16805236
159975,0.7637077
159976,0.5883638
159977,0.83725584
159978,0.018945837
159979,0.64792925
159980,0.63430715
159981,0.8274573
159982,0.6281583
159983,0.9124498
159984,0.40305826
159985,0.8564973
159986,0.9386814
159987,0.015921969
159988,0.92959505
159989,0.63737565
159990,0.12048789
159991,0.024172768
159992,0.33118472
159993,0.010944397
159994,0.017262885
159995,0.0025043564
159996,0.40549996
159997,0.95159274
159998,0.5384824
159999,0.78002065
160000,0.6804787
160001,0.40010592
160002,0.5076281
160003,0.030206785
160004,0.5109858
160005,0.009623099
160006,0.59295106
160007,0.6969074
160008,0.117014855
160009,0.6647106
160010,0.64835
160011,0.14177458
160012,0.61955315
160013,0.63720095
160014,0.0036256178
160015,0.101816416
160016,0.56782967
160017,0.21658905
160018,0.87320143
160019,0.008441835
160020,0.037930787
160021,0.6390184
160022,0.7570197
160023,0.002320293
160024,0.6160265
160025,0.10413772
160026,0.020969704
160027,0.63183427
160028,0.007400621
160029,0.73382795
160030,0.42182103
160031,0.8073095
160032,0.0034656392
160033,0.08798157
160034,0.6354274
160035,0.6127904
160036,0.030240154
160037,0.34223673
160038,0.5721159
160039,0.011501696
160040,0.40097392
160041,0.015480528
160042,0.1900387
160043,0.021183565
160044,0.07246173
160045,0.012992839
160046,0.26044106
160047,0.43239516
160048,0.42758143
160049,0.03346072
160050,0.8306424
160051,0.8135655
160052,0.757626
160053,0.080554
160054,0.5489079
160055,0.60227627
160056,0.14116058
160057,0.045977347
160058,0.32977697
160059,0.8731877
160060,0.1699015
160061,0.086420804
160062,0.90703046
160063,0.06952319
160064,0.106696956
160065,0.55132365
160066,0.5490793
160067,0.3475705
160068,0.54522383
160069,0.71535385
160070,0.0023514426
160071,0.0787794
160072,0.47499934
160073,0.021729924
160074,0.56457967
160075,0.88528955
160076,0.23791382
160077,0.08184112
160078,0.6396455
160079,0.048912518
160080,0.18866846
160081,0.08348203
160082,0.17323665
160083,0.054328978
160084,0.001815955
160085,0.085846566
160086,0.0066035707
160087,0.058274463
160088,0.50596577
160089,0.9269551
160090,0.68611395
160091,0.90374196
160092,0.5268695
160093,0.7185221
160094,0.0052403924
160095,0.7052079
160096,0.5303314
160097,0.14012204
160098,0.8072508
160099,0.00075058895
160100,0.53779614
160101,0.34617075
160102,0.8075025
160103,0.8852603
160104,0.08930348
160105,0.15740845
160106,0.005322818
160107,0.23327412
160108,0.59885955
160109,0.9110066
160110,0.64840645
160111,0.34459805
160112,0.053654067
160113,0.122760095
160114,0.8164179
160115,0.0032222483
160116,0.0074307537
160117,0.9114301
160118,0.49209473
160119,0.0021058396
160120,0.1981081
160121,0.5148561
160122,0.6904205
160123,0.41262612
160124,0.8525396
160125,0.83837724
160126,0.8236013
160127,0.5222939
160128,0.27105638
160129,0.7605961
160130,0.6821526
160131,0.014427436
160132,0.008071206
160133,0.9330454
160134,0.9312202
160135,0.6206925
160136,0.0029103083
160137,0.79171854
160138,0.7123247
160139,0.91885453
160140,0.36330277
160141,0.65445524
160142,0.0012974598
160143,0.6842634
160144,0.10420262
160145,0.0013934292
160146,0.0063123843
160147,0.2705489
160148,0.6462867
160149,0.38094428
160150,0.26376542
160151,0.25277427
160152,0.033393804
160153,0.03556451
160154,0.64404047
160155,0.77376544
160156,0.9348064
160157,0.39926216
160158,0.16490126
160159,0.78299284
160160,0.007860461
160161,0.6831958
160162,0.15661283
160163,0.7526216
160164,0.90731794
160165,0.94861156
160166,0.70936143
160167,0.85700464
160168,0.23968904
160169,0.17365962
160170,0.8385466
160171,0.0069626183
160172,0.5895748
160173,0.28607997
160174,0.5787637
160175,0.0048903734
160176,0.07803009
160177,0.63733417
160178,0.21625055
160179,0.010312782
160180,0.7555944
160181,0.6714306
160182,0.71677244
160183,0.007987409
160184,0.8929949
160185,0.0058477367
160186,0.15530854
160187,0.0058531202
160188,0.96595085
160189,0.6113414
160190,0.03818099
160191,0.62210053
160192,0.83553565
160193,0.014068548
160194,0.35620537
160195,0.5147734
160196,0.15061153
160197,0.30236837
160198,0.71225303
160199,0.01193043
160200,0.014708021
160201,0.03361274
160202,0.88130313
160203,0.7845389
160204,0.25674605
160205,0.8956968
160206,0.68444896
160207,0.015076523
160208,0.29691064
160209,0.5583175
160210,0.01730145
160211,0.51132524
160212,0.19961524
160213,0.66796947
160214,0.26556367
160215,0.115578026
160216,0.053896226
160217,0.8497697
160218,0.3705102
160219,0.9035644
160220,0.6365884
160221,0.51291925
160222,0.28451878
160223,0.5401352
160224,0.8473414
160225,0.31255051
160226,0.06661006
160227,0.5134238
160228,0.7112271
160229,0.61800706
160230,0.84989893
160231,0.019856231
160232,0.94911695
160233,0.021368096
160234,0.018717935
160235,0.82178754
160236,0.6380366
160237,0.1902929
160238,0.4551638
160239,0.003024157
160240,0.92409897
160241,0.015343642
160242,0.47076878
160243,0.61804557
160244,0.01141369
160245,0.42166558
160246,0.79041785
160247,0.4167131
160248,0.20197491
160249,0.7344941
160250,0.8076129
160251,0.39120746
160252,0.015717098
160253,0.14198667
160254,0.65157497
160255,0.6898574
160256,0.34797683
160257,0.91964144
160258,0.003517321
160259,0.8628753
160260,0.75764465
160261,0.08326912
160262,0.009465198
160263,0.08239586
160264,0.7127709
160265,0.4661637
160266,0.8487308
160267,0.32018083
160268,0.56382436
160269,0.025649237
160270,0.058129933
160271,0.29415143
160272,0.80531317
160273,0.004303309
160274,0.035849746
160275,0.5922152
160276,0.39483824
160277,0.0034263069
160278,0.63798606
160279,0.62892586
160280,0.0320665
160281,0.72936237
160282,0.61299884
160283,0.42560193
160284,0.51599973
160285,0.8338184
160286,0.7936537
160287,0.5681846
160288,0.11587654
160289,0.58179295
160290,0.62364227
160291,0.070594564
160292,0.0071864496
160293,0.7428415
160294,0.05461194
160295,0.7858715
160296,0.7086102
160297,0.7220917
160298,0.0085218325
160299,0.7484926
160300,0.5565886
160301,0.7909774
160302,0.36001465
160303,0.3995895
160304,0.8037132
160305,0.6312243
160306,0.8123066
160307,0.5209106
160308,0.021195712
160309,0.035150684
160310,0.0049277805
160311,0.655056
160312,0.32502025
160313,0.6097262
160314,0.5975985
160315,0.78532314
160316,0.7342104
160317,0.5863426
160318,0.87600315
160319,0.48463985
160320,0.009153542
160321,0.88882154
160322,0.48384866
160323,0.34896368
160324,0.5813652
160325,0.8873109
160326,0.34020847
160327,0.017281808
160328,0.05198894
160329,0.7547689
160330,0.014051658
160331,0.7486774
160332,0.8868486
160333,0.092498995
160334,0.5876721
160335,0.40585095
160336,0.856031
160337,0.51953286
160338,0.45862865
160339,0.0060840957
160340,0.83800894
160341,0.25562873
160342,0.22716239
160343,0.8644355
160344,0.6388481
160345,0.25694498
160346,0.5051164
160347,0.96643794
160348,0.9622269
160349,0.5789408
160350,0.84767
160351,0.79960746
160352,0.8095565
160353,0.024861634
160354,0.0064848773
160355,0.21359941
160356,0.11333372
160357,0.031220337
160358,0.209885
160359,0.026588738
160360,0.006451522
160361,0.030711709
160362,0.005396509
160363,0.027357247
160364,0.5306333
160365,0.5880724
160366,0.0038262138
160367,0.8384378
160368,0.15867142
160369,0.03350508
160370,0.9551897
160371,0.37498468
160372,0.013553419
160373,0.90262437
160374,0.5825432
160375,0.14409079
160376,0.41031292
160377,0.007968137
160378,0.7620388
160379,0.5511666
160380,0.034094937
160381,0.70455915
160382,0.3487153
160383,0.11376494
160384,0.25433397
160385,0.015358628
160386,0.062223606
160387,0.008672255
160388,0.36020124
160389,0.72608256
160390,0.8667271
160391,0.517625
160392,0.5616697
160393,0.23095955
160394,0.007334518
160395,0.7462564
160396,0.6723828
160397,0.38306302
160398,0.9603738
160399,0.56346244
160400,0.8213188
160401,0.008347541
160402,0.77631015
160403,0.038509566
160404,0.33542448
160405,0.46348923
160406,0.46804586
160407,0.0073650833
160408,0.5141604
160409,0.0016477
160410,0.033168845
160411,0.7962636
160412,0.3793814
160413,0.6222854
160414,0.008610214
160415,0.0050673927
160416,0.024996672
160417,0.006339387
160418,0.033953186
160419,0.39186674
160420,0.109005466
160421,0.5859934
160422,0.45836332
160423,0.0034807257
160424,0.41153026
160425,0.013849314
160426,0.46718773
160427,0.003511682
160428,0.3278255
160429,0.90671635
160430,0.81065094
160431,0.9508172
160432,0.0027863095
160433,0.67343146
160434,0.44392112
160435,0.93625176
160436,0.4323283
160437,0.0028977217
160438,0.94577444
160439,0.37534022
160440,0.00035538455
160441,0.033832595
160442,0.61561203
160443,0.8215576
160444,0.021730399
160445,0.8391545
160446,0.8817362
160447,0.7476951
160448,0.69588304
160449,0.031190798
160450,0.17738214
160451,0.9170933
160452,0.8473719
160453,0.0062796813
160454,0.22185844
160455,0.031840682
160456,0.88806903
160457,0.6731434
160458,0.610651
160459,0.69930744
160460,0.40375733
160461,0.45776236
160462,0.38942397
160463,0.65970606
160464,0.64661515
160465,0.83143485
160466,0.13963439
160467,0.38060626
160468,0.66314304
160469,0.8909962
160470,0.6344782
160471,0.79266375
160472,0.00504829
160473,0.82631975
160474,0.5352739
160475,0.045950163
160476,0.01948009
160477,0.15200719
160478,0.81770146
160479,0.7886035
160480,0.37602052
160481,0.64886916
160482,0.030308194
160483,0.0030790078
160484,0.6772115
160485,0.0034628294
160486,0.008392175
160487,0.077830605
160488,0.002671514
160489,0.526796
160490,0.060720414
160491,0.8883803
160492,0.8652674
160493,0.83874047
160494,0.49904683
160495,0.64689595
160496,0.84035265
160497,0.32247618
160498,0.021721713
160499,0.8215733
160500,0.80514973
160501,0.0095535675
160502,0.76175493
160503,0.7124895
160504,0.030663209
160505,0.9395111
160506,0.79531056
160507,0.43368125
160508,0.9298722
160509,0.9775237
160510,0.39111602
160511,0.8185013
160512,0.0070043853
160513,0.7113255
160514,0.59243774
160515,0.8357544
160516,0.013244834
160517,0.65070474
160518,0.009893476
160519,0.56369334
160520,0.016080316
160521,0.02005741
160522,0.5221845
160523,0.3503555
160524,0.8509285
160525,0.25361562
160526,0.35038117
160527,0.72629756
160528,0.18658175
160529,0.40666264
160530,0.013333394
160531,0.60400146
160532,0.13730939
160533,0.51435244
160534,0.6730213
160535,0.59327096
160536,0.605102
160537,0.15256761
160538,0.68503344
160539,0.3942628
160540,0.8014163
160541,0.6036715
160542,0.562466
160543,0.009374258
160544,0.81218666
160545,0.003972002
160546,0.83402735
160547,0.053601626
160548,0.31666625
160549,0.203038
160550,0.48949048
160551,0.8567547
160552,0.6947041
160553,0.4263409
160554,0.6039101
160555,0.4828605
160556,0.118616216
160557,0.010704629
160558,0.35702997
160559,0.42068776
160560,0.03611414
160561,0.7152872
160562,0.23439886
160563,0.7394459
160564,0.80103725
160565,0.70631886
160566,0.26689065
160567,0.6588367
160568,0.90830034
160569,0.016175235
160570,0.87956107
160571,0.5726512
160572,0.061711885
160573,0.2451103
160574,0.51456106
160575,0.043860324
160576,0.17861839
160577,0.048028026
160578,0.90024924
160579,0.9266482
160580,0.3554383
160581,0.8174805
160582,0.33129
160583,0.9497214
160584,0.06900534
160585,0.56242794
160586,0.8627489
160587,0.8558915
160588,0.05090921
160589,0.0035225681
160590,0.12139823
160591,0.005201195
160592,0.02403872
160593,0.55991924
160594,0.8524507
160595,0.47727916
160596,0.0958196
160597,0.19146957
160598,0.025184812
160599,0.01705202
160600,0.37979645
160601,0.15528837
160602,0.8987941
160603,0.07222693
160604,0.013958151
160605,0.7199884
160606,0.12187729
160607,0.4586384
160608,0.6695984
160609,0.51272845
160610,0.017588455
160611,0.44386247
160612,0.5831286
160613,0.18669254
160614,0.48359492
160615,0.9208426
160616,0.006770655
160617,0.017216576
160618,0.43055385
160619,0.27580795
160620,0.94415057
160621,0.49961406
160622,0.18874861
160623,0.35995528
160624,0.28756738
160625,0.051221423
160626,0.74818224
160627,0.13701576
160628,0.8721672
160629,0.27934977
160630,0.010864727
160631,0.023742514
160632,0.866986
160633,0.036807425
160634,0.04886263
160635,0.33951256
160636,0.85814273
160637,0.015361886
160638,0.49858862
160639,0.5145862
160640,0.77996093
160641,0.010859357
160642,0.92856973
160643,0.9431184
160644,0.00332658
160645,0.43922624
160646,0.032422584
160647,0.7373729
160648,0.073444024
160649,0.07788357
160650,0.5632747
160651,0.5945222
160652,0.689065
160653,0.0074816397
160654,0.058830936
160655,0.7155467
160656,0.7464339
160657,0.036398366
160658,0.3054968
160659,0.0029100745
160660,0.69225186
160661,0.23205219
160662,0.7750615
160663,0.44080225
160664,0.0017349527
160665,0.7067884
160666,0.018424258
160667,0.045449246
160668,0.17020755
160669,0.18887979
160670,0.6047652
160671,0.73570716
160672,0.945538
160673,0.4036946
160674,0.95125574
160675,0.22302383
160676,0.118694186
160677,0.010461096
160678,0.84940875
160679,0.69115096
160680,0.57796323
160681,0.016372064
160682,0.107669316
160683,0.7479868
160684,0.6750099
160685,0.006464669
160686,0.16832606
160687,0.6956292
160688,0.047082923
160689,0.6288086
160690,0.5694516
160691,0.73536277
160692,0.031853244
160693,0.008719496
160694,0.41400665
160695,0.041144177
160696,0.5650638
160697,0.38960743
160698,0.7776365
160699,0.73563945
160700,0.68059826
160701,0.02360047
160702,0.023389224
160703,0.7343703
160704,0.68189156
160705,0.002470467
160706,0.27595744
160707,0.04637478
160708,0.05678206
160709,0.37168795
160710,0.58749604
160711,0.6605816
160712,0.53365374
160713,0.030951744
160714,0.1133333
160715,0.5087462
160716,0.04094046
160717,0.9178444
160718,0.846556
160719,0.25089675
160720,0.73178065
160721,0.5064568
160722,0.7941472
160723,0.53602195
160724,0.4314261
160725,0.72183233
160726,0.7692295
160727,0.93548656
160728,0.15141094
160729,0.004080174
160730,0.756571
160731,0.6332693
160732,0.012652578
160733,0.017972091
160734,0.013813775
160735,0.5082047
160736,0.75960565
160737,0.2364317
160738,0.6487885
160739,0.043487847
160740,0.49662888
160741,0.8138796
160742,0.4790223
160743,0.3287677
160744,0.41464442
160745,0.0055881576
160746,0.026178358
160747,0.56550866
160748,0.8159423
160749,0.90948683
160750,0.28800294
160751,0.95221364
160752,0.089819394
160753,0.03815767
160754,0.044667866
160755,0.23625939
160756,0.020706797
160757,0.905695
160758,0.026519092
160759,0.8119681
160760,0.0036275852
160761,0.027931191
160762,0.65124184
160763,0.72965664
160764,0.03700321
160765,0.94923663
160766,0.57675874
160767,0.6853396
160768,0.6006385
160769,0.057017755
160770,0.8214242
160771,0.38335353
160772,0.7014751
160773,0.85443765
160774,0.79831284
160775,0.0077975513
160776,0.6660369
160777,0.30101848
160778,0.728966
160779,0.6955664
160780,0.08793939
160781,0.85392386
160782,0.86214554
160783,0.005980911
160784,0.07968931
160785,0.0039044858
160786,0.8938988
160787,0.562748
160788,0.31143776
160789,0.83463573
160790,0.895063
160791,0.04307635
160792,0.5224331
160793,0.094234504
160794,0.5594827
160795,0.45187297
160796,0.69097567
160797,0.022247374
160798,0.035894167
160799,0.09102103
160800,0.6184033
160801,0.058118347
160802,0.08524776
160803,0.5426015
